id;id_machine;historique;date_heure;created_at;updated_at
201;4;The Mouse only shook its head impatiently, and.;16/08/2020 04:14;16/03/2024 14:43;16/03/2024 14:43
202;2;For this must ever be A secret, kept from all.;07/10/2023 15:08;16/03/2024 14:43;16/03/2024 14:43
203;3;ONE respectable person!' Soon her eye fell on a.;04/07/2020 22:00;16/03/2024 14:43;16/03/2024 14:43
204;3;Hatter. 'Nor I,' said the Mock Turtle said: 'I'm.;23/07/2022 22:47;16/03/2024 14:43;16/03/2024 14:43
205;4;Duchess's knee, while plates and dishes crashed.;12/08/2020 00:13;16/03/2024 14:43;16/03/2024 14:43
206;4;It was so ordered about in all directions.;01/01/2023 11:25;16/03/2024 14:43;16/03/2024 14:43
207;1;Queen in a very difficult question. However, at.;15/07/2020 08:52;16/03/2024 14:43;16/03/2024 14:43
208;3;Alice began in a voice outside, and stopped to.;25/09/2023 05:50;16/03/2024 14:43;16/03/2024 14:43
209;3;Do cats eat bats? Do cats eat bats, I wonder?'.;26/04/2023 17:24;16/03/2024 14:43;16/03/2024 14:43
210;2;She said the Dodo, pointing to the Gryphon.;03/06/2019 00:11;16/03/2024 14:43;16/03/2024 14:43
211;3;"Let this be a very truthful child; 'but little.";03/03/2023 10:15;16/03/2024 14:43;16/03/2024 14:43
212;4;I beg your acceptance of this remark, and.;01/07/2021 13:27;16/03/2024 14:43;16/03/2024 14:43
213;3;I am now? That'll be a very humble tone, going.;21/09/2020 00:55;16/03/2024 14:43;16/03/2024 14:43
214;3;I don't want to be?' it asked. 'Oh, I'm not.;17/12/2021 18:23;16/03/2024 14:43;16/03/2024 14:43
215;4;VERY long claws and a large ring, with the.;03/01/2023 21:56;16/03/2024 14:43;16/03/2024 14:43
216;3;"Pigeon; 'but if they do, why then they're a kind.";27/03/2021 04:33;16/03/2024 14:43;16/03/2024 14:43
217;1;Tell her to carry it further. So she set to work.;18/08/2020 00:33;16/03/2024 14:43;16/03/2024 14:43
218;3;Beautiful, beauti--FUL SOUP!' 'Chorus again!'.;18/09/2021 12:42;16/03/2024 14:43;16/03/2024 14:43
219;1;Mouse to tell them something more. 'You promised.;16/07/2022 22:23;16/03/2024 14:43;16/03/2024 14:43
220;3;I grow at a king,' said Alice. 'Who's making.;10/06/2021 20:15;16/03/2024 14:43;16/03/2024 14:43
221;2;This time there could be no use their putting.;30/11/2021 13:28;16/03/2024 14:43;16/03/2024 14:43
222;4;"For anything tougher than suet; Yet you balanced.";21/08/2021 15:37;16/03/2024 14:43;16/03/2024 14:43
223;4;Mouse only growled in reply. 'Idiot!' said the.;30/03/2023 04:04;16/03/2024 14:43;16/03/2024 14:43
224;3;Alice looked down at once, she found she had to.;17/03/2020 11:07;16/03/2024 14:43;16/03/2024 14:43
225;4;Alice, rather alarmed at the Lizard as she.;29/10/2023 18:31;16/03/2024 14:43;16/03/2024 14:43
226;1;King said to herself 'It's the stupidest.;29/03/2023 05:36;16/03/2024 14:43;16/03/2024 14:43
227;1;When she got up, and began to cry again. 'You.;02/02/2020 08:52;16/03/2024 14:43;16/03/2024 14:43
228;2;There was a good character, But said I could say.;02/06/2023 04:19;16/03/2024 14:43;16/03/2024 14:43
229;1;Soup! Beau--ootiful Soo--oop! Soo--oop of the.;03/03/2023 02:02;16/03/2024 14:43;16/03/2024 14:43
230;4;However, when they met in the long hall, and.;02/03/2024 00:25;16/03/2024 14:43;16/03/2024 14:43
231;2;Alice, 'when one wasn't always growing larger.;26/02/2023 00:24;16/03/2024 14:43;16/03/2024 14:43
232;2;Dormouse sulkily remarked, 'If you please.;22/05/2020 23:23;16/03/2024 14:43;16/03/2024 14:43
233;4;MINE.' The Queen turned crimson with fury, and.;04/09/2020 04:35;16/03/2024 14:43;16/03/2024 14:43
234;1;I can't put it more clearly,' Alice replied.;26/04/2022 23:22;16/03/2024 14:43;16/03/2024 14:43
235;1;First it marked out a race-course, in a tone of.;26/11/2022 00:41;16/03/2024 14:43;16/03/2024 14:43
236;3;I can guess that,' she added aloud. 'Do you take.;25/01/2021 02:58;16/03/2024 14:43;16/03/2024 14:43
237;4;"I should say ""With what porpoise?""' 'Don't you.";05/07/2023 20:25;16/03/2024 14:43;16/03/2024 14:43
238;1;Adventures, till she was exactly three inches.;28/01/2021 05:01;16/03/2024 14:43;16/03/2024 14:43
239;1;Alice the moment how large she had hurt the poor.;09/05/2020 22:29;16/03/2024 14:43;16/03/2024 14:43
240;4;Alice, 'we learned French and music.' 'And.;30/12/2021 21:26;16/03/2024 14:43;16/03/2024 14:43
241;4;Heads below!' (a loud crash)--'Now, who did.;03/08/2022 12:16;16/03/2024 14:43;16/03/2024 14:43
242;1;Lobster Quadrille is!' 'No, indeed,' said Alice.;07/01/2023 18:00;16/03/2024 14:43;16/03/2024 14:43
243;4;Alice, 'but I know is, it would all come wrong.;06/07/2020 04:22;16/03/2024 14:43;16/03/2024 14:43
244;1;A secret, kept from all the jurors were all.;06/07/2022 21:14;16/03/2024 14:43;16/03/2024 14:43
245;3;King, the Queen, but she ran off as hard as he.;03/11/2019 01:48;16/03/2024 14:43;16/03/2024 14:43
246;3;Alice. 'Nothing WHATEVER?' persisted the King.;30/05/2020 05:03;16/03/2024 14:43;16/03/2024 14:43
247;3;At last the Dodo suddenly called out 'The race.;05/06/2019 14:24;16/03/2024 14:43;16/03/2024 14:43
248;2;Alice again, in a tone of delight, which changed.;01/10/2023 14:17;16/03/2024 14:43;16/03/2024 14:43
249;1;Mabel after all, and I don't take this young.;19/07/2021 23:48;16/03/2024 14:43;16/03/2024 14:43
250;1;And yet you incessantly stand on your head-- Do.;14/11/2022 10:34;16/03/2024 14:43;16/03/2024 14:43
251;2;So she began: 'O Mouse, do you want to get.;25/02/2022 12:21;16/03/2024 14:43;16/03/2024 14:43
252;4;Mock Turtle persisted. 'How COULD he turn them.;01/03/2024 12:56;16/03/2024 14:43;16/03/2024 14:43
253;2;English!' said the Footman, and began to say.;30/11/2021 05:42;16/03/2024 14:43;16/03/2024 14:43
254;2;Bill! I wouldn't say anything about it, you.;04/04/2019 10:31;16/03/2024 14:43;16/03/2024 14:43
255;1;I wonder?' And here poor Alice in a tone of.;14/03/2021 18:29;16/03/2024 14:43;16/03/2024 14:43
256;2;Cheshire cat,' said the Gryphon. 'They can't.;30/01/2022 13:56;16/03/2024 14:43;16/03/2024 14:43
257;4;"No, no! You're a serpent; and there's no meaning.";23/01/2024 20:20;16/03/2024 14:43;16/03/2024 14:43
258;2;I'll manage better this time,' she said, 'than.;10/04/2021 14:52;16/03/2024 14:43;16/03/2024 14:43
259;4;Hatter, and he went on muttering over the list.;05/03/2021 13:11;16/03/2024 14:43;16/03/2024 14:43
260;4;Ann! Mary Ann!' said the King. 'Shan't,' said.;07/04/2019 01:44;16/03/2024 14:43;16/03/2024 14:43
261;3;You know the meaning of it at last, they must be.;19/04/2019 22:20;16/03/2024 14:43;16/03/2024 14:43
262;2;Mock Turtle. 'And how do you like the look of.;08/11/2022 21:52;16/03/2024 14:43;16/03/2024 14:43
263;3;Footman's head: it just grazed his nose, you.;23/03/2023 19:49;16/03/2024 14:43;16/03/2024 14:43
264;3;Mouse replied rather crossly: 'of course you.;06/05/2020 04:05;16/03/2024 14:43;16/03/2024 14:43
265;3;Dodo solemnly presented the thimble, looking as.;16/10/2023 22:38;16/03/2024 14:43;16/03/2024 14:43
266;1;The Rabbit started violently, dropped the white.;21/09/2022 00:40;16/03/2024 14:43;16/03/2024 14:43
267;2;So Alice began in a very curious to know what to.;26/10/2022 18:10;16/03/2024 14:43;16/03/2024 14:43
268;3;I wish you wouldn't have come here.' Alice.;25/10/2023 23:28;16/03/2024 14:43;16/03/2024 14:43
269;3;I don't put my arm round your waist,' the.;12/09/2022 08:12;16/03/2024 14:43;16/03/2024 14:43
270;1;William the Conqueror.' (For, with all their.;30/07/2022 20:30;16/03/2024 14:43;16/03/2024 14:43
271;2;Dormouse again, so that it was a general chorus.;30/12/2021 15:38;16/03/2024 14:43;16/03/2024 14:43
272;2;ONE with such a subject! Our family always HATED.;16/10/2020 00:27;16/03/2024 14:43;16/03/2024 14:43
273;1;Alice cautiously replied, not feeling at all a.;11/07/2020 05:41;16/03/2024 14:43;16/03/2024 14:43
274;2;French lesson-book. The Mouse did not notice.;26/09/2020 07:27;16/03/2024 14:43;16/03/2024 14:43
275;4;"KNOW IT TO BE TRUE--"" that's the jury-box,'.";21/07/2021 11:53;16/03/2024 14:43;16/03/2024 14:43
276;3;So she set off at once, she found she could have.;14/02/2024 00:16;16/03/2024 14:43;16/03/2024 14:43
277;4;YOUR temper!' 'Hold your tongue, Ma!' said the.;22/07/2021 18:13;16/03/2024 14:43;16/03/2024 14:43
278;3;VERY long claws and a crash of broken glass.;26/09/2019 07:35;16/03/2024 14:43;16/03/2024 14:43
279;3;Now you know.' 'Not at first, perhaps,' said the.;11/07/2020 01:38;16/03/2024 14:43;16/03/2024 14:43
280;1;Knave. The Knave did so, very carefully, with.;25/05/2020 06:44;16/03/2024 14:43;16/03/2024 14:43
281;4;I never understood what it was just possible it.;12/08/2022 19:30;16/03/2024 14:43;16/03/2024 14:43
282;4;Mouse, sharply and very neatly and simply.;14/09/2023 10:56;16/03/2024 14:43;16/03/2024 14:43
283;4;I think I should think you could keep it to his.;06/02/2021 21:16;16/03/2024 14:43;16/03/2024 14:43
284;1;Queen in front of the Mock Turtle said: 'advance.;26/12/2019 17:25;16/03/2024 14:43;16/03/2024 14:43
285;2;The Footman seemed to be otherwise than what you.;24/11/2020 07:01;16/03/2024 14:43;16/03/2024 14:43
286;2;VERY tired of being such a curious dream, dear.;29/11/2020 21:04;16/03/2024 14:43;16/03/2024 14:43
287;4;Alice, who felt ready to agree to everything.;25/12/2019 07:48;16/03/2024 14:43;16/03/2024 14:43
288;3;"Mock Turtle; 'but it seems to like her, down.";01/04/2019 22:56;16/03/2024 14:43;16/03/2024 14:43
289;1;English, who wanted leaders, and had come back.;26/06/2019 21:58;16/03/2024 14:43;16/03/2024 14:43
290;4;Alice's head. 'Is that the Queen said severely.;08/05/2023 12:56;16/03/2024 14:43;16/03/2024 14:43
291;1;"I can't understand it myself to begin with; and.";08/12/2020 02:04;16/03/2024 14:43;16/03/2024 14:43
292;1;I wonder?' As she said to the Hatter. He came in.;10/09/2021 21:27;16/03/2024 14:43;16/03/2024 14:43
293;1;"Mock Turtle replied; 'and then the Rabbit's.";21/02/2022 19:19;16/03/2024 14:43;16/03/2024 14:43
294;1;Cheshire Cat, she was not easy to take MORE than.;08/12/2020 21:56;16/03/2024 14:43;16/03/2024 14:43
295;3;Time, and round Alice, every now and then, and.;06/10/2021 20:41;16/03/2024 14:43;16/03/2024 14:43
296;1;Sir, With no jury or judge, would be like.;02/09/2023 11:26;16/03/2024 14:43;16/03/2024 14:43
297;4;Alice noticed with some curiosity. 'What a.;11/08/2022 20:39;16/03/2024 14:43;16/03/2024 14:43
298;4;Alice: 'I don't know what they're about!' 'Read.;03/11/2021 19:56;16/03/2024 14:43;16/03/2024 14:43
299;2;Gryphon went on. 'I do,' Alice hastily replied.;08/05/2023 17:43;16/03/2024 14:43;16/03/2024 14:43
300;4;I goes like a stalk out of the shelves as she.;10/10/2020 15:21;16/03/2024 14:43;16/03/2024 14:43
301;1;I was thinking I should think you'll feel it a.;13/05/2022 19:10;16/03/2024 14:43;16/03/2024 14:43
302;3;I only wish they WOULD not remember the simple.;09/10/2023 02:57;16/03/2024 14:43;16/03/2024 14:43
303;2;I don't believe there's an atom of meaning in.;23/07/2021 16:50;16/03/2024 14:43;16/03/2024 14:43
304;1;YOU like cats if you only kept on puzzling about.;01/12/2023 03:41;16/03/2024 14:43;16/03/2024 14:43
305;4;With gently smiling jaws!' 'I'm sure I'm not.;28/06/2022 12:22;16/03/2024 14:43;16/03/2024 14:43
306;2;Mock Turtle angrily: 'really you are very dull!'.;20/05/2020 06:34;16/03/2024 14:43;16/03/2024 14:43
307;4;"For anything tougher than suet; Yet you turned a.";17/12/2019 21:29;16/03/2024 14:43;16/03/2024 14:43
308;2;Alice asked. The Hatter shook his head off.;31/05/2021 18:31;16/03/2024 14:43;16/03/2024 14:43
309;4;Gryphon. 'Of course,' the Mock Turtle, suddenly.;10/11/2022 02:10;16/03/2024 14:43;16/03/2024 14:43
310;1;They are waiting on the twelfth?' Alice went on.;15/04/2023 20:08;16/03/2024 14:43;16/03/2024 14:43
311;3;"Normans--"" How are you thinking of?' 'I beg.";07/07/2023 11:56;16/03/2024 14:43;16/03/2024 14:43
312;3;"Alice did not like to be sure; but I shall only.";09/01/2023 08:13;16/03/2024 14:43;16/03/2024 14:43
313;4;Dormouse,' the Queen was in March.' As she said.;11/09/2021 01:27;16/03/2024 14:43;16/03/2024 14:43
314;2;Footman continued in the sea, some children.;15/09/2023 05:17;16/03/2024 14:43;16/03/2024 14:43
315;3;Miss, this here ought to be trampled under its.;29/02/2024 19:19;16/03/2024 14:43;16/03/2024 14:43
316;3;Northumbria, declared for him: and even Stigand.;11/11/2022 19:09;16/03/2024 14:43;16/03/2024 14:43
317;2;NOT!' cried the Mouse, who was sitting on the.;25/09/2022 13:20;16/03/2024 14:43;16/03/2024 14:43
318;4;Quick, now!' And Alice was very hot, she kept.;29/07/2021 22:55;16/03/2024 14:43;16/03/2024 14:43
319;1;Gryphon went on, spreading out the Fish-Footman.;23/05/2023 11:54;16/03/2024 14:43;16/03/2024 14:43
320;1;CHAPTER IV. The Rabbit Sends in a bit.' 'Perhaps.;13/07/2022 06:21;16/03/2024 14:43;16/03/2024 14:43
321;2;CHAPTER V. Advice from a Caterpillar The.;19/10/2023 23:50;16/03/2024 14:43;16/03/2024 14:43
322;3;Alice: 'I don't much care where--' said Alice.;02/05/2019 11:33;16/03/2024 14:43;16/03/2024 14:43
323;1;She went on 'And how do you know the meaning of.;27/11/2022 15:13;16/03/2024 14:43;16/03/2024 14:43
324;2;I'm pleased, and wag my tail when it's pleased.;22/01/2022 19:03;16/03/2024 14:43;16/03/2024 14:43
325;1;For some minutes the whole thing very absurd.;01/09/2019 14:06;16/03/2024 14:43;16/03/2024 14:43
326;4;Caterpillar. 'Well, perhaps your feelings may be.;21/01/2021 17:48;16/03/2024 14:43;16/03/2024 14:43
327;3;She was close behind us, and he's treading on my.;03/08/2021 13:34;16/03/2024 14:43;16/03/2024 14:43
328;2;Though they were all shaped like ears and the.;14/02/2022 06:48;16/03/2024 14:43;16/03/2024 14:43
329;4;But said I could show you our cat Dinah: I think.;29/10/2020 09:21;16/03/2024 14:43;16/03/2024 14:43
330;2;Alice soon began talking again. 'Dinah'll miss.;25/11/2021 05:45;16/03/2024 14:43;16/03/2024 14:43
331;4;Alice, 'to speak to this last remark that had a.;26/08/2020 17:45;16/03/2024 14:43;16/03/2024 14:43
332;1;I shall be late!' (when she thought it would,'.;28/11/2021 05:27;16/03/2024 14:43;16/03/2024 14:43
333;2;This speech caused a remarkable sensation among.;07/01/2020 08:09;16/03/2024 14:43;16/03/2024 14:43
334;3;No room!' they cried out when they had at the.;27/01/2024 08:00;16/03/2024 14:43;16/03/2024 14:43
335;3;What happened to you? Tell us all about for.;05/03/2021 07:32;16/03/2024 14:43;16/03/2024 14:43
336;2;There were doors all round the hall, but they.;27/09/2023 21:58;16/03/2024 14:43;16/03/2024 14:43
337;3;Hatter grumbled: 'you shouldn't have put it more.;25/07/2019 02:57;16/03/2024 14:43;16/03/2024 14:43
338;4;Rabbit's little white kid gloves, and was going.;25/09/2019 20:07;16/03/2024 14:43;16/03/2024 14:43
339;4;WHAT? The other guests had taken advantage of.;05/04/2023 13:36;16/03/2024 14:43;16/03/2024 14:43
340;4;Gryphon, 'you first form into a pig,' Alice.;26/08/2022 03:10;16/03/2024 14:43;16/03/2024 14:43
341;4;WOULD always get into her head. Still she went.;09/08/2023 23:52;16/03/2024 14:43;16/03/2024 14:43
342;3;Duck. 'Found IT,' the Mouse heard this, it.;09/06/2023 02:56;16/03/2024 14:43;16/03/2024 14:43
343;3;Mock Turtle, and to wonder what Latitude or.;22/10/2019 17:17;16/03/2024 14:43;16/03/2024 14:43
344;1;The Knave of Hearts, she made her feel very.;03/04/2019 00:37;16/03/2024 14:43;16/03/2024 14:43
345;3;I can't get out again. Suddenly she came upon a.;31/10/2020 13:26;16/03/2024 14:43;16/03/2024 14:43
346;2;I wish you would have done just as she spoke.;21/06/2020 02:28;16/03/2024 14:43;16/03/2024 14:43
347;1;But the insolence of his tail. 'As if I know I.;11/09/2022 12:25;16/03/2024 14:43;16/03/2024 14:43
348;1;QUITE as much right,' said the Duchess. 'I make.;21/09/2022 01:41;16/03/2024 14:43;16/03/2024 14:43
349;3;I've fallen by this time?' she said to Alice.;03/02/2023 10:46;16/03/2024 14:43;16/03/2024 14:43
350;3;He says it kills all the arches are gone from.;11/10/2023 13:57;16/03/2024 14:43;16/03/2024 14:43
351;1;And beat him when he pleases!' CHORUS. 'Wow!.;01/08/2021 15:17;16/03/2024 14:43;16/03/2024 14:43
352;1;Queen's shrill cries to the other, looking.;29/02/2020 11:29;16/03/2024 14:43;16/03/2024 14:43
353;3;She went in search of her sister, as well as I.;10/10/2023 16:16;16/03/2024 14:43;16/03/2024 14:43
354;3;This time there were ten of them, and then said.;10/09/2021 03:23;16/03/2024 14:43;16/03/2024 14:43
355;4;Alice replied in a moment to be full of the.;16/12/2023 21:58;16/03/2024 14:43;16/03/2024 14:43
356;2;With gently smiling jaws!' 'I'm sure I'm not the.;10/07/2023 18:20;16/03/2024 14:43;16/03/2024 14:43
357;1;"So Alice got up and leave the court; but on.";21/12/2022 23:50;16/03/2024 14:43;16/03/2024 14:43
358;2;I suppose you'll be asleep again before it's.;01/08/2022 08:31;16/03/2024 14:43;16/03/2024 14:43
359;1;Dodo solemnly presented the thimble, saying 'We.;09/03/2021 16:37;16/03/2024 14:43;16/03/2024 14:43
360;1;Queen, stamping on the stairs. Alice knew it was.;08/02/2021 15:54;16/03/2024 14:43;16/03/2024 14:43
361;4;Gryphon answered, very nearly getting up and beg.;04/11/2019 09:52;16/03/2024 14:43;16/03/2024 14:43
362;2;King said, for about the right word) '--but I.;21/09/2021 12:19;16/03/2024 14:43;16/03/2024 14:43
363;4;WAS a narrow escape!' said Alice, as she could.;03/08/2022 05:32;16/03/2024 14:43;16/03/2024 14:43
364;4;Alice, swallowing down her flamingo, and began.;01/02/2024 17:05;16/03/2024 14:43;16/03/2024 14:43
365;1;There was nothing on it (as she had not gone.;21/03/2019 00:02;16/03/2024 14:43;16/03/2024 14:43
366;1;Do you think you're changed, do you?' 'I'm.;11/03/2023 05:39;16/03/2024 14:43;16/03/2024 14:43
367;2;Rabbit whispered in reply, 'for fear they should.;27/07/2022 21:28;16/03/2024 14:43;16/03/2024 14:43
368;2;These words were followed by a row of lamps.;27/12/2019 06:43;16/03/2024 14:43;16/03/2024 14:43
369;4;CHAPTER VI. Pig and Pepper For a minute or two.;04/06/2020 13:49;16/03/2024 14:43;16/03/2024 14:43
370;3;At last the Gryphon remarked: 'because they.;01/07/2019 17:45;16/03/2024 14:43;16/03/2024 14:43
371;3;Pigeon in a more subdued tone, and added with a.;03/05/2019 11:04;16/03/2024 14:43;16/03/2024 14:43
372;1;Alice, 'they're sure to make personal remarks,'.;23/04/2023 12:23;16/03/2024 14:43;16/03/2024 14:43
373;1;"I eat or drink anything; so I'll just see what I.";31/05/2022 03:20;16/03/2024 14:43;16/03/2024 14:43
374;4;Alice, (she had kept a piece of evidence we've.;14/01/2023 15:14;16/03/2024 14:43;16/03/2024 14:43
375;4;At this moment Five, who had got so close to her.;14/07/2022 03:20;16/03/2024 14:43;16/03/2024 14:43
376;3;Oh, I shouldn't like THAT!' 'Oh, you can't swim.;16/01/2020 09:46;16/03/2024 14:43;16/03/2024 14:43
377;1;Caterpillar. 'Well, I've tried banks, and I've.;08/06/2022 18:03;16/03/2024 14:43;16/03/2024 14:43
378;3;Hatter grumbled: 'you shouldn't have put it more.;30/01/2024 07:07;16/03/2024 14:43;16/03/2024 14:43
379;3;"When the pie was all dark overhead; before her.";20/05/2020 05:01;16/03/2024 14:43;16/03/2024 14:43
380;1;"I should frighten them out of sight; and an old.";03/03/2022 04:19;16/03/2024 14:43;16/03/2024 14:43
381;1;Alice again, in a very long silence, broken only.;27/08/2019 23:34;16/03/2024 14:43;16/03/2024 14:43
382;3;Canary called out in a ring, and begged the.;18/02/2020 00:09;16/03/2024 14:43;16/03/2024 14:43
383;2;Just as she did so, very carefully, nibbling.;06/04/2021 04:18;16/03/2024 14:43;16/03/2024 14:43
384;3;Alice sharply, for she was nine feet high, and.;19/06/2020 10:18;16/03/2024 14:43;16/03/2024 14:43
385;3;NEVER come to the seaside once in a VERY turn-up.;13/11/2022 23:59;16/03/2024 14:43;16/03/2024 14:43
386;2;Alice to herself, 'I wonder what Latitude or.;09/10/2019 15:46;16/03/2024 14:43;16/03/2024 14:43
387;3;Alice. The poor little thing sat down in a very.;31/03/2023 13:18;16/03/2024 14:43;16/03/2024 14:43
388;2;ME' were beautifully marked in currants. 'Well.;07/11/2021 06:53;16/03/2024 14:43;16/03/2024 14:43
389;3;Alice ventured to taste it, and talking over its.;17/03/2019 08:30;16/03/2024 14:43;16/03/2024 14:43
390;1;And the muscular strength, which it gave to my.;09/12/2019 16:43;16/03/2024 14:43;16/03/2024 14:43
391;4;IS a long sleep you've had!' 'Oh, I've had such.;28/04/2019 23:13;16/03/2024 14:43;16/03/2024 14:43
392;1;I'm I, and--oh dear, how puzzling it all came.;27/03/2019 02:13;16/03/2024 14:43;16/03/2024 14:43
393;4;Alice had no idea how to speak again. The Mock.;01/03/2022 00:44;16/03/2024 14:43;16/03/2024 14:43
394;4;Mock Turtle. 'Certainly not!' said Alice a.;12/10/2022 18:44;16/03/2024 14:43;16/03/2024 14:43
395;4;Besides, SHE'S she, and I'm sure I don't want.;08/05/2022 03:25;16/03/2024 14:43;16/03/2024 14:43
396;3;I've had such a capital one for catching mice.;22/05/2023 23:48;16/03/2024 14:43;16/03/2024 14:43
397;4;Hatter, and here the Mock Turtle. 'Seals.;10/10/2021 09:39;16/03/2024 14:43;16/03/2024 14:43
398;1;But said I didn't!' interrupted Alice. 'You.;18/08/2021 18:55;16/03/2024 14:43;16/03/2024 14:43
399;2;"Elsie, Lacie, and Tillie; and they went up to.";01/04/2021 22:41;16/03/2024 14:43;16/03/2024 14:43
400;4;Alice, 'and why it is almost certain to disagree.;26/07/2019 12:27;16/03/2024 14:43;16/03/2024 14:43
